               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  89,            0.025317,            0.023889,           0.0058248,             0.89693,             0.91316,              0.9157,              0.7447,            0.024537,            0.014167,           0.0083601,            0.005644,            0.005644,            0.005644
                  90,            0.025256,            0.022063,           0.0062972,             0.88792,             0.92742,             0.91298,             0.72037,            0.025327,            0.014189,           0.0082334,           0.0055945,           0.0055945,           0.0055945
                  91,            0.024648,            0.021689,           0.0059319,             0.88718,             0.92285,             0.91619,             0.73899,             0.02688,            0.014374,           0.0081378,            0.005545,            0.005545,            0.005545
                  92,             0.02589,            0.020673,           0.0064203,             0.88172,             0.92736,             0.91467,             0.74288,            0.025566,            0.014265,           0.0082107,           0.0054955,           0.0054955,           0.0054955
                  93,            0.024981,            0.024301,            0.006173,             0.87282,             0.93267,             0.91556,             0.75879,             0.02308,              0.0142,           0.0080947,            0.005446,            0.005446,            0.005446
                  94,            0.024081,            0.022356,           0.0056777,             0.88738,             0.92755,             0.91203,              0.7158,            0.025111,            0.014445,            0.007961,           0.0053965,           0.0053965,           0.0053965
                  95,            0.023806,            0.024593,           0.0054591,             0.89258,             0.91739,              0.9162,             0.77883,            0.023691,             0.01413,           0.0078478,            0.005347,            0.005347,            0.005347
                  96,            0.025809,            0.020578,           0.0062672,             0.88979,             0.92394,             0.91557,             0.77828,            0.023657,            0.013947,           0.0077698,           0.0052975,           0.0052975,           0.0052975
                  97,            0.024239,            0.022204,            0.006023,             0.90336,             0.90851,             0.91951,              0.7769,            0.023326,            0.013926,           0.0077367,            0.005248,            0.005248,            0.005248
                  98,            0.023324,            0.024713,           0.0059027,             0.90038,             0.91007,             0.92338,             0.76319,            0.024095,            0.014298,           0.0078017,           0.0051985,           0.0051985,           0.0051985
                  99,            0.023974,            0.022962,           0.0056291,             0.88993,              0.9233,             0.91848,             0.77515,            0.023837,            0.014364,           0.0078363,            0.005149,            0.005149,            0.005149
                 100,            0.023618,            0.021764,           0.0053593,             0.89438,              0.9257,             0.91827,              0.7843,            0.023414,            0.014139,           0.0078113,           0.0050995,           0.0050995,           0.0050995
                 101,            0.024936,            0.020329,           0.0057833,              0.8963,             0.92591,             0.91807,             0.72372,            0.024886,            0.014084,           0.0077307,             0.00505,             0.00505,             0.00505
                 102,            0.022722,            0.022054,           0.0055297,             0.88581,             0.91783,             0.91403,              0.7548,            0.023208,             0.01375,           0.0076455,           0.0050005,           0.0050005,           0.0050005
                 103,            0.023109,            0.020733,           0.0055827,             0.89073,             0.91839,             0.91355,             0.71693,            0.024986,            0.014207,           0.0077316,            0.004951,            0.004951,            0.004951
                 104,            0.023681,            0.021727,           0.0049175,              0.8933,             0.91002,             0.91464,             0.72902,            0.024082,            0.014065,           0.0078007,           0.0049015,           0.0049015,           0.0049015
                 105,            0.023558,            0.023665,           0.0055722,             0.88661,             0.89887,             0.91148,             0.71115,            0.023717,            0.014049,           0.0078877,            0.004852,            0.004852,            0.004852
                 106,            0.022577,            0.021347,           0.0055557,             0.89089,              0.9165,             0.91157,             0.75495,             0.02385,            0.013938,           0.0078423,           0.0048025,           0.0048025,           0.0048025
                 107,            0.022103,            0.023694,           0.0049324,             0.89653,             0.91872,             0.90872,             0.73937,            0.023237,            0.014158,           0.0078434,            0.004753,            0.004753,            0.004753
                 108,            0.022982,            0.023089,           0.0051514,             0.89519,             0.92217,             0.90993,             0.75656,            0.023496,             0.01406,           0.0078057,           0.0047035,           0.0047035,           0.0047035
                 109,            0.022641,            0.021747,           0.0049885,             0.89826,             0.92423,             0.91192,             0.73175,            0.023999,            0.014394,           0.0076779,            0.004654,            0.004654,            0.004654
                 110,            0.022841,            0.023901,           0.0050475,             0.89011,             0.92008,             0.91185,             0.73989,            0.023597,            0.013874,           0.0077156,           0.0046045,           0.0046045,           0.0046045
                 111,            0.022468,            0.020815,           0.0055436,             0.88853,             0.91776,             0.91258,             0.77283,            0.023898,            0.013748,           0.0076624,            0.004555,            0.004555,            0.004555
                 112,            0.022647,             0.02233,             0.00493,             0.88963,             0.91648,             0.91387,             0.76494,            0.023539,            0.013887,           0.0076331,           0.0045055,           0.0045055,           0.0045055
                 113,            0.021512,            0.019697,           0.0047631,             0.90413,             0.91078,             0.91367,             0.75958,            0.021821,            0.013562,           0.0076087,            0.004456,            0.004456,            0.004456
                 114,            0.022136,            0.019014,           0.0052159,             0.90347,             0.91794,             0.91738,             0.73764,            0.025286,             0.01402,           0.0074856,           0.0044065,           0.0044065,           0.0044065
                 115,             0.02315,            0.023203,           0.0053046,             0.89584,             0.91015,             0.91913,             0.77569,            0.022788,            0.013907,           0.0075702,            0.004357,            0.004357,            0.004357
                 116,            0.022252,            0.020138,           0.0048217,             0.89533,             0.91234,             0.91958,             0.76868,            0.022847,            0.013849,           0.0076035,           0.0043075,           0.0043075,           0.0043075
                 117,            0.022232,            0.019983,           0.0054891,             0.89181,             0.91475,             0.90789,             0.77633,            0.022032,            0.013586,           0.0075947,            0.004258,            0.004258,            0.004258
                 118,            0.020545,            0.020341,           0.0046305,             0.89709,             0.92159,             0.90996,             0.77312,            0.022156,            0.013807,           0.0075119,           0.0042085,           0.0042085,           0.0042085
                 119,            0.020824,            0.021593,           0.0051893,             0.90116,             0.91949,             0.91375,             0.77017,            0.023256,            0.013897,           0.0074536,            0.004159,            0.004159,            0.004159
                 120,            0.021729,            0.025689,           0.0048492,             0.89723,             0.92021,             0.91526,             0.77149,            0.021694,            0.013801,            0.007382,           0.0041095,           0.0041095,           0.0041095
                 121,            0.020576,            0.022587,           0.0044778,             0.89225,             0.92518,             0.91457,             0.78677,            0.021189,             0.01384,           0.0073318,             0.00406,             0.00406,             0.00406
                 122,             0.02094,            0.021475,           0.0047892,             0.89767,              0.9209,             0.91511,             0.77583,            0.022494,            0.013869,           0.0072784,           0.0040105,           0.0040105,           0.0040105
                 123,            0.020948,            0.020236,           0.0046824,             0.89942,             0.91865,             0.91094,             0.76149,            0.022203,            0.013866,            0.007365,            0.003961,            0.003961,            0.003961
                 124,            0.022056,             0.02145,           0.0054522,             0.89638,              0.9192,             0.91024,             0.78372,             0.02151,            0.013928,           0.0073625,           0.0039115,           0.0039115,           0.0039115
                 125,            0.020941,            0.023656,           0.0043144,             0.89453,             0.91408,             0.91225,             0.77718,            0.021281,            0.013723,           0.0073929,            0.003862,            0.003862,            0.003862
                 126,            0.020941,            0.023312,           0.0048802,             0.89088,             0.91142,             0.91194,             0.76914,            0.021771,            0.013989,           0.0074337,           0.0038125,           0.0038125,           0.0038125
                 127,            0.020992,            0.021747,           0.0046577,              0.8955,             0.90835,             0.91045,             0.78754,            0.022593,            0.013899,           0.0074305,            0.003763,            0.003763,            0.003763
                 128,             0.02073,            0.019462,           0.0048272,             0.89663,             0.90724,             0.91305,             0.79014,            0.021753,            0.013857,           0.0073722,           0.0037135,           0.0037135,           0.0037135
                 129,             0.02128,            0.021383,           0.0048214,             0.89746,             0.90248,             0.91527,             0.78794,            0.021181,             0.01376,           0.0073046,            0.003664,            0.003664,            0.003664
                 130,            0.020628,             0.01951,           0.0045649,             0.89373,             0.90264,             0.91523,             0.77611,            0.020731,            0.013688,           0.0072008,           0.0036145,           0.0036145,           0.0036145
                 131,            0.020671,            0.021457,           0.0042342,             0.89718,             0.90936,             0.91884,             0.79198,            0.022001,            0.014032,           0.0071397,            0.003565,            0.003565,            0.003565
                 132,            0.020771,            0.017948,           0.0044217,             0.89026,             0.91596,             0.91991,              0.7892,             0.02098,            0.013952,           0.0070773,           0.0035155,           0.0035155,           0.0035155
                 133,            0.020079,            0.021185,           0.0043005,               0.887,              0.9335,             0.91976,              0.7757,             0.02172,            0.014018,           0.0070204,            0.003466,            0.003466,            0.003466
                 134,             0.01934,            0.019525,           0.0046336,             0.89125,             0.93444,             0.91902,             0.78539,            0.021311,            0.013904,           0.0069443,           0.0034165,           0.0034165,           0.0034165
                 135,            0.020787,            0.021901,           0.0045397,              0.8959,             0.93382,              0.9166,             0.78761,            0.021251,            0.013876,           0.0068699,            0.003367,            0.003367,            0.003367
                 136,             0.02061,            0.021153,           0.0042512,             0.89905,             0.93379,             0.91923,             0.79449,            0.021212,            0.013872,           0.0068285,           0.0033175,           0.0033175,           0.0033175
                 137,            0.019566,            0.021795,           0.0045987,             0.90288,             0.93267,             0.91669,             0.77202,            0.021098,            0.013703,            0.006805,            0.003268,            0.003268,            0.003268
                 138,            0.020012,            0.020423,           0.0047815,              0.8966,             0.93589,             0.91501,             0.79576,             0.02076,            0.013781,           0.0068194,           0.0032185,           0.0032185,           0.0032185
                 139,            0.020254,            0.019998,           0.0044262,             0.89463,             0.93896,             0.91488,             0.77728,            0.020244,            0.013886,           0.0068639,            0.003169,            0.003169,            0.003169
                 140,            0.019416,            0.019482,           0.0047229,             0.89211,             0.93895,             0.91763,             0.78678,            0.020999,            0.013833,           0.0068284,           0.0031195,           0.0031195,           0.0031195
                 141,            0.018718,            0.021532,           0.0044004,             0.89583,              0.9374,             0.91928,             0.79703,            0.020124,            0.013605,           0.0067206,             0.00307,             0.00307,             0.00307
                 142,            0.018949,            0.020579,           0.0041992,             0.89657,              0.9344,             0.92273,             0.81362,             0.02052,            0.013591,           0.0066479,           0.0030205,           0.0030205,           0.0030205
                 143,            0.019282,            0.022228,           0.0038955,             0.89517,             0.93098,             0.91938,             0.79704,            0.019968,            0.013581,           0.0066624,            0.002971,            0.002971,            0.002971
                 144,            0.019051,            0.017403,           0.0039649,             0.89316,             0.93364,             0.92009,             0.78799,             0.02005,            0.013564,           0.0066934,           0.0029215,           0.0029215,           0.0029215
                 145,            0.018899,            0.018487,           0.0040788,             0.89372,             0.93076,             0.92053,              0.7872,            0.020677,            0.013853,           0.0067369,            0.002872,            0.002872,            0.002872
                 146,            0.018822,            0.019475,           0.0041578,              0.8912,             0.92421,             0.92318,             0.80073,            0.020656,            0.013954,           0.0067545,           0.0028225,           0.0028225,           0.0028225
                 147,            0.019008,            0.022004,           0.0042664,             0.89914,              0.9133,             0.92318,             0.80358,            0.019992,            0.013912,           0.0068006,            0.002773,            0.002773,            0.002773
                 148,             0.01877,            0.020058,           0.0041241,             0.90179,              0.9077,             0.92272,             0.80498,            0.020645,            0.014009,           0.0068066,           0.0027235,           0.0027235,           0.0027235
                 149,            0.019311,            0.019564,           0.0043061,             0.90585,             0.91158,             0.92173,             0.79937,            0.019975,              0.0137,           0.0067777,            0.002674,            0.002674,            0.002674
                 150,            0.017565,            0.019502,           0.0039714,             0.90181,             0.90371,             0.92076,             0.79101,            0.020261,            0.013616,           0.0067599,           0.0026245,           0.0026245,           0.0026245
                 151,            0.018339,            0.019576,            0.004263,             0.90018,             0.91195,             0.91793,             0.79626,            0.019922,             0.01363,            0.006767,            0.002575,            0.002575,            0.002575
                 152,            0.018688,            0.018023,           0.0041549,             0.89923,             0.91315,             0.91847,             0.80975,            0.020207,            0.013829,            0.006755,           0.0025255,           0.0025255,           0.0025255
                 153,            0.018875,             0.02057,           0.0047488,             0.89542,             0.91283,             0.91759,             0.79961,            0.019577,            0.013787,           0.0067642,            0.002476,            0.002476,            0.002476
                 154,            0.017749,            0.018661,           0.0040445,             0.88318,             0.93105,             0.91616,             0.79732,             0.01966,            0.013657,           0.0066213,           0.0024265,           0.0024265,           0.0024265
                 155,            0.018665,            0.019987,           0.0041784,             0.89068,             0.93446,             0.91564,             0.79274,            0.020577,            0.013723,            0.006568,            0.002377,            0.002377,            0.002377
                 156,              0.0182,            0.019326,           0.0038662,             0.89854,             0.93619,             0.91622,             0.78722,            0.020309,            0.013594,           0.0065086,           0.0023275,           0.0023275,           0.0023275
                 157,            0.017406,             0.02069,           0.0034831,             0.90372,             0.93125,             0.91611,              0.7818,            0.019992,            0.013588,           0.0064716,            0.002278,            0.002278,            0.002278
                 158,            0.017513,            0.017867,           0.0040432,             0.90798,             0.92901,             0.91707,             0.79552,            0.019648,            0.013394,           0.0064345,           0.0022285,           0.0022285,           0.0022285
                 159,            0.018037,            0.017745,             0.00389,             0.90879,             0.93163,             0.91822,             0.81084,            0.019606,            0.013371,           0.0064985,            0.002179,            0.002179,            0.002179
                 160,            0.017299,            0.019138,            0.003896,             0.90269,             0.92974,             0.91843,             0.79655,            0.019562,            0.013449,           0.0065669,           0.0021295,           0.0021295,           0.0021295
                 161,            0.017954,             0.02055,           0.0035459,             0.90726,             0.91209,             0.91806,              0.7947,            0.019237,            0.013417,           0.0066314,             0.00208,             0.00208,             0.00208
                 162,            0.016539,            0.017935,           0.0038606,             0.90805,             0.91298,             0.91828,              0.7932,            0.019812,            0.013508,           0.0066389,           0.0020305,           0.0020305,           0.0020305
                 163,             0.01693,             0.02067,           0.0037325,             0.90595,             0.91147,             0.91862,             0.80537,            0.019351,            0.013541,           0.0066515,            0.001981,            0.001981,            0.001981
                 164,            0.017561,            0.020428,           0.0036884,             0.89982,             0.91475,             0.91973,              0.8059,            0.019383,            0.013582,           0.0066524,           0.0019315,           0.0019315,           0.0019315
                 165,            0.017028,            0.018965,           0.0039811,             0.89645,             0.91672,             0.92254,             0.79918,            0.019308,            0.013533,           0.0066055,            0.001882,            0.001882,            0.001882
                 166,            0.016569,            0.020358,           0.0038587,             0.89988,              0.9138,              0.9217,             0.80626,            0.019529,            0.013919,           0.0065491,           0.0018325,           0.0018325,           0.0018325
                 167,            0.016435,            0.018136,           0.0036874,             0.90076,             0.91294,             0.92235,              0.8137,            0.019375,            0.013819,           0.0065185,            0.001783,            0.001783,            0.001783
                 168,            0.017346,            0.020086,           0.0035685,             0.90087,              0.9144,              0.9222,             0.81962,            0.019314,            0.013803,           0.0064678,           0.0017335,           0.0017335,           0.0017335
                 169,            0.017355,            0.018766,           0.0036872,             0.89777,             0.91724,             0.92247,             0.80244,            0.019069,            0.013636,            0.006428,            0.001684,            0.001684,            0.001684
                 170,            0.016238,            0.017686,           0.0038303,             0.89687,             0.91647,             0.92244,             0.82023,            0.019063,            0.013611,           0.0063995,           0.0016345,           0.0016345,           0.0016345
                 171,            0.016085,            0.020527,           0.0031239,             0.89396,             0.91462,             0.92159,             0.80402,             0.01918,            0.013697,           0.0064235,            0.001585,            0.001585,            0.001585
                 172,            0.016349,            0.018135,           0.0035899,             0.89782,             0.90402,             0.92244,             0.80838,            0.018961,             0.01371,            0.006437,           0.0015355,           0.0015355,           0.0015355
                 173,            0.016112,            0.018657,           0.0037202,             0.89785,             0.90505,              0.9208,             0.80824,            0.018971,            0.013639,            0.006465,            0.001486,            0.001486,            0.001486
                 174,            0.015617,            0.020767,           0.0033104,             0.88658,             0.92202,             0.92012,             0.80475,            0.018868,            0.013524,           0.0064218,           0.0014365,           0.0014365,           0.0014365
                 175,            0.015568,              0.0173,           0.0033745,             0.89509,             0.92586,              0.9207,             0.79799,            0.018953,            0.013429,           0.0063619,            0.001387,            0.001387,            0.001387
                 176,            0.016597,            0.018738,           0.0033703,             0.89571,             0.92549,             0.92102,             0.81484,            0.018916,            0.013336,           0.0063318,           0.0013375,           0.0013375,           0.0013375
                 177,            0.016602,            0.019206,           0.0033322,             0.89882,             0.92263,             0.92081,             0.82371,            0.018939,            0.013441,            0.006319,            0.001288,            0.001288,            0.001288
                 178,            0.016319,            0.019126,           0.0033279,             0.89928,             0.92159,              0.9211,             0.81722,            0.018727,            0.013421,           0.0063327,           0.0012385,           0.0012385,           0.0012385
                 179,            0.015829,            0.019265,           0.0034993,             0.89628,             0.92322,             0.92112,             0.81355,            0.019118,            0.013488,           0.0063451,            0.001189,            0.001189,            0.001189
                 180,            0.016215,            0.018612,           0.0033485,             0.89339,             0.92315,             0.92125,             0.81626,            0.019024,            0.013562,           0.0063797,           0.0011395,           0.0011395,           0.0011395
                 181,             0.01592,             0.01931,           0.0033116,              0.8921,             0.92306,             0.92141,              0.8149,            0.018989,            0.013662,           0.0063855,             0.00109,             0.00109,             0.00109
                 182,            0.016033,            0.017569,           0.0036733,             0.89064,             0.92186,             0.92238,             0.80159,            0.018965,            0.013849,           0.0063654,           0.0010405,           0.0010405,           0.0010405
                 183,            0.015538,            0.018632,           0.0037333,             0.88881,             0.91972,             0.92239,             0.81147,            0.018833,            0.013855,           0.0063098,            0.000991,            0.000991,            0.000991
                 184,            0.015456,            0.016858,            0.003888,             0.88953,             0.91879,             0.92301,             0.82254,            0.018632,            0.013832,           0.0062742,           0.0009415,           0.0009415,           0.0009415
                 185,             0.01598,            0.014998,           0.0036701,             0.88905,             0.92271,             0.92168,             0.81304,             0.01886,            0.013683,           0.0062311,            0.000892,            0.000892,            0.000892
                 186,            0.014982,            0.016942,           0.0032585,             0.88975,             0.92604,              0.9207,             0.81736,             0.01859,             0.01352,           0.0062295,           0.0008425,           0.0008425,           0.0008425
                 187,            0.015728,             0.01828,            0.003438,             0.89315,             0.92534,             0.92134,             0.80065,            0.018656,            0.013592,           0.0062176,            0.000793,            0.000793,            0.000793
                 188,            0.014186,            0.017264,           0.0028008,             0.89309,             0.92602,             0.92049,             0.80593,            0.018535,            0.013624,           0.0062247,           0.0007435,           0.0007435,           0.0007435
                 189,            0.014699,            0.018937,           0.0034969,             0.89493,             0.92515,              0.9205,             0.80104,            0.018635,            0.013645,           0.0062356,            0.000694,            0.000694,            0.000694
                 190,            0.015782,            0.018416,           0.0032945,             0.89422,             0.92234,             0.92047,               0.816,             0.01832,            0.013561,           0.0062687,           0.0006445,           0.0006445,           0.0006445
                 191,             0.01474,            0.018085,           0.0031831,             0.89288,             0.92277,             0.92048,             0.80683,            0.018378,            0.013644,           0.0063035,            0.000595,            0.000595,            0.000595
                 192,            0.014635,            0.018691,           0.0033225,                 0.9,             0.91239,             0.92213,             0.81352,            0.018425,             0.01367,           0.0063148,           0.0005455,           0.0005455,           0.0005455
                 193,            0.015011,            0.018035,           0.0037646,             0.89382,             0.92134,             0.92213,             0.80737,            0.018389,            0.013657,           0.0062897,            0.000496,            0.000496,            0.000496
                 194,            0.014957,            0.018304,           0.0032193,             0.89404,             0.92253,             0.92201,             0.80959,            0.018485,             0.01365,           0.0062407,           0.0004465,           0.0004465,           0.0004465
                 195,            0.014851,            0.019376,           0.0032868,             0.90091,             0.91328,              0.9223,             0.80634,            0.018518,            0.013652,           0.0062575,            0.000397,            0.000397,            0.000397
                 196,             0.01543,            0.019629,           0.0039941,               0.896,             0.91994,              0.9226,             0.80952,            0.018509,            0.013653,           0.0062732,           0.0003475,           0.0003475,           0.0003475
                 197,            0.014266,              0.0159,           0.0028272,             0.89845,             0.91743,             0.92228,             0.81267,            0.018502,             0.01361,           0.0062682,            0.000298,            0.000298,            0.000298
                 198,            0.014465,            0.018111,           0.0029814,              0.8974,             0.91827,             0.92263,             0.81598,            0.018482,            0.013532,           0.0062419,           0.0002485,           0.0002485,           0.0002485
                 199,            0.014944,            0.017894,           0.0037127,             0.89708,              0.9192,             0.92303,             0.81908,            0.018395,            0.013467,           0.0062279,            0.000199,            0.000199,            0.000199
